-28.5887124974	10.0787128184	7.20432511722	-30.674409087	12.9531005196	-26.5030159079	785.48381664	101	714	0	170	1.77902643638
-26.0883473149	12.7415465893	12.9531005196	-26.5030159079	12.529992659	-25.6736787219	101.508334114	101	714	0	170	1.66584763517
-25.1222171943	13.5442149213	12.529992659	-25.6736787219	14.5584371836	-24.5707556667	255.123416063	101	714	0	170	1.66810115184
-24.3999715313	14.4604533114	14.5584371836	-24.5707556667	14.3624694392	-24.2291873959	42.7482691038	101	714	0	170	1.62519515643
-23.7445985281	15.5082759623	14.3624694392	-24.2291873959	16.6540824854	-23.2600096604	275.160082881	101	714	0	170	1.62662145951
-23.4087062361	16.6881419845	16.6540824854	-23.2600096604	16.7222014836	-23.5574028119	32.568901628	101	714	0	170	1.5771072953
-23.2126175249	17.6042157199	16.7222014836	-23.5574028119	18.4862299562	-22.8678322378	209.323510727	101	714	0	170	1.57777608138
-22.7249029806	18.4338092561	18.4862299562	-22.8678322378	18.381388556	-22.5819737235	32.3300987866	101	714	0	170	1.53812877809
-22.3406712789	18.8354488061	18.381388556	-22.5819737235	19.2895090562	-22.0993688343	113.031739395	101	714	0	170	1.5382530549
-21.7901653231	19.1990523417	19.2895090562	-22.0993688343	19.1085956272	-21.4809618119	67.9837085235	101	714	0	170	1.51630765069
-21.1755616786	19.6257623116	19.1085956272	-21.4809618119	20.142928996	-20.8701615452	131.606421749	101	714	0	170	1.51569311345
-20.7157764841	20.0685110121	20.142928996	-20.8701615452	19.9940930281	-20.561391423	36.2477413226	101	714	0	170	1.48970581322
-20.2635254563	20.4733141557	19.9940930281	-20.561391423	20.9525352833	-19.9656594896	123.325297545	101	714	0	170	1.49066761426
-19.4625162843	20.7989497119	20.9525352833	-19.9656594896	20.6453641406	-18.959373079	110.037156287	101	714	0	170	1.46587291411
-18.1198798721	20.7995344098	20.6453641406	-18.959373079	20.953704679	-17.2803866653	177.862635347	101	714	0	170	1.46538564626
-16.5928624756	21.2273555167	20.953704679	-17.2803866653	21.5010063544	-15.9053382859	154.972633227	101	714	0	170	1.44694536124
-15.8314057955	21.5813897394	21.5010063544	-15.9053382859	21.6617731244	-15.757473305	23.5229316404	101	714	0	170	1.42529642831
-15.4563728126	22.3138355501	21.6617731244	-15.757473305	22.9658979758	-15.1552723203	157.688949466	101	714	0	170	1.42065055215
-14.8173604607	22.8693367732	22.9658979758	-15.1552723203	22.7727755706	-14.4794486012	72.4945735182	101	714	0	170	1.38655215781
-14.2889813606	23.1655341519	22.7727755706	-14.4794486012	23.5582927333	-14.0985141201	95.6334997373	101	714	0	170	1.38640283014
-13.9018943083	23.5162866607	23.5582927333	-14.0985141201	23.4742805881	-13.7052744964	41.1685729839	101	714	0	170	1.36535534412
-13.0540869063	23.3312536561	23.4742805881	-13.7052744964	23.1882267241	-12.4028993161	136.726684598	101	714	0	170	1.36465200121
-12.0951587266	23.7065076407	23.1882267241	-12.4028993161	24.2247885574	-11.7874181371	131.192727923	101	714	0	170	1.36275650089
-11.5068940942	24.1645518479	24.2247885574	-11.7874181371	24.1043151384	-11.2263700513	58.4742414158	101	714	0	170	1.33379419747
-11.1078972845	24.2950623151	24.1043151384	-11.2263700513	24.4858094917	-10.9894245178	48.7456916259	101	714	0	170	1.33305031786
-10.1394718817	24.3972679522	24.4858094917	-10.9894245178	24.3087264127	-9.2895192456	173.263499063	101	714	0	170	1.32220227021
-8.99365629514	24.8023484512	24.3087264127	-9.2895192456	25.2959704896	-8.69779334468	124.97277483	101	714	0	170	1.31581087159
-8.33937742832	25.2516205501	25.2959704896	-8.69779334468	25.2072706106	-7.98096151196	72.7629715125	101	714	0	170	1.28756488269
-7.06221956522	25.6251870553	25.2072706106	-7.98096151196	26.0431035001	-6.14347761848	206.335735001	101	714	0	170	1.28542892881
